id,name,iata,icao,callsign,country,active
4876,Thunderbird Tours,,TBD,ORCA,Canada,false
4878,Trinity Air Bahamas,,TBH,,Bahamas,false
4879,TAB Express International,,TBI,TAB INTERNATIONAL,United States,false
4880,Taban Air Lines,,TBM,TABAN AIR,Iran,false
4881,Teebah Airlines,,TBN,TEEBAH,Sierra Leone,false
4882,Tubelair,,TBR,TUBELAIR,Tunisia,false
4883,Tobago Express,,TBX,TABEX,Trinidad and Tobago,false
4884,Tropican Air Services,,TCA,TROPICANA,Egypt,false
4885,Transporte del Caribe,,TCB,TRANSCARIBE,Colombia,false
4886,Trans Continental Airlines,,TCC,TRANSCAL,Sudan,false
4887,Tchad Airlines,,TCD,TCHADLINES,Chad,false
4888,Trans-Colorado Airlines,,TCE,TRANS-COLORADO,United States,false
4890,Transcontinental Air,,TCH,TRANS GULF,Bahrain,false
4891,Teledyne Continental Motors,,TCM,TELEDYNE,United States,false
4892,Trans Continental Airlines,,TCN,TRANSCON,United States,false
4893,Transcorp Airways,,TCP,TRANSCORP,United Kingdom,false
4894,Transcontinental Sur,,TCT,TRANS-CONT,Uruguay,false
4895,Transglobal Airways Corporation,,TCU,TRANSGLOBAL,Philippines,false
4898,Twin Cities Air Service,,TCY,TWIN CITY,United States,false
4899,Tadair,,TDC,TADAIR,Spain,false
4900,Tellavia / Flight One,,TDE,TELLURIDE,United States,false
4901,Transportes Aereos de Ixtlan,,TDI,TRANSIXTLAN,Mexico,false
4903,TRADO,,TDO,TRADO,Dominican Republic,false
4905,Taxi Aero Nacional Del Evora,,TDV,TAXI EVORA,Mexico,false
4906,Tradewinds Airlines,,TDX,TRADEWINDS EXPRESS,United States,false
4909,Tecnicas Fotograficas,,TEF,TECFOTO,Spain,false
4910,Tempelhof Airways,,TEH,TEMPELHOF,United States,false
4911,Telford Aviation,,TEL,TELFORD,United States,false
4912,Tech-Mont Helicopter Company,,TEM,TECHMONT,Slovakia,false
4913,Tennessee Airways,,TEN,TENNESSEE,United States,false
4914,Territorial Airlines,,TER,TERRI-AIRE,United States,false
4915,TAES Transportes Aereos de El Salvador,,TES,TAES,El Salvador,false
4916,Transeuropean Airlines,UE,TEP,TRANSEURLINE,Russia,false
4917,Tepavia-Trans Airlines,,TET,TEPAVIA,Moldova,false
4918,Trans-Florida Airlines,,TFA,TRANS FLORIDA,United States,false
4919,Tair Airways,,TFB,ROYAL TEE-AIR,Philippines,false
4920,Talon Air,,TFF,TALON FLIGHT,United States,false
4921,Trabajos Aereos Murcianos,,AIM,PIJO,Spain,false
4922,Thai Flying Helicopter Service,,TFH,THAI HELICOPTER,Thailand,false
4923,Transport Facilitators,,TFI,,United States,false
4924,Transafrik International,,TFK,,Sao Tome and Principe,false
4925,Transportes Aereos del Pacifico,,TFO,TRANSPORTES PACIFICO,Mexico,false
4926,Thai Flying Service,,TFT,THAI FLYING,Thailand,false
4927,Transportes Aereos San Rafael,,SRF,SAN RAFEAL,Chile,false
4928,Tayside Aviation,,TFY,TAYSIDE,United Kingdom,false
4929,TG Aviation,,TGC,THANET,United Kingdom,false
4930,Trabajos Aereos,,TGE,TASA,Spain,false
4931,Transportes Aereos Regionales,,TGI,TRANSPORTE REGIONAL,Mexico,false
4932,TAG Aviation Espana,,TGM,TAG ESPANA,Spain,false
4933,Trigana Air Service,,TGN,TRIGANA,Indonesia,true
4935,Transport Canada,,TGO,TRANSPORT,Canada,false
4936,Tiger Airways,TR,TGW,GO CAT,Singapore,true
4937,Tiger Airways Australia,TT,TGW,GO CAT,Australia,true
4938,Transair Gabon],,TGX,TRANSGABON,Gabon,false
4939,Trans Guyana Airways,,TGY,TRANS GUYANA,Guyana,false
4940,Thai Airways International,TG,THA,THAI,Thailand,true
4941,Tar Heel Aviation,,THC,TARHEEL,United States,false
4942,Toumai Air Tchad,,THE,TOUMAI AIR,Chad,false
4943,Touraine Helicoptere,,THF,TOURAINE HELICO,France,false
4944,Thai Global Airline,,THG,THAI GLOBAL,Thailand,false
4945,Thai Jet Intergroup,,THJ,THAI JET,Thailand,false
4946,Turk Hava Kurumu Hava Taksi Isletmesi,,THK,HUR KUS,Turkey,true
4947,Thai AirAsia,FD,AIQ,THAI ASIA,Thailand,true
4948,TACA De Honduras,,THO,LEMPIRA,Honduras,false
4949,Tehran Airline,,THR,TEHRAN AIR,Iran,false
4950,Thunder Airlines,,THU,AIR THUNDER,Canada,false
4951,Turkish Airlines,TK,THY,TURKAIR,Turkey,true
4952,Trans Helicoptere Service,,THZ,LYON HELIJET,France,false
4953,Trans International Airlines,,TIA,TRANS INTERNATIONAL,United States,false
4954,Travel International Air Charters,,TIC,TRAVEL INTERNATIONAL,Zambia,false
4955,Time Air,,TIE,TIME AIR,Czech Republic,false
4956,Tic Air,,TIK,TICAIR,Australia,false
4957,Tajikistan International Airlines,,TIL,TIL,Tajikistan,true
4958,TEAM Transportes Aereos,,TIM,TEAM BRASIL,Brazil,false
4959,Taino Tours,,TIN,TAINO,Dominican Republic,false
4960,Tesis,,TIS,TESIS,Russia,false
4961,Transcarga Intl Airways,,TIW,TIACA,Venezuela,false
4962,Tajikair,,TJK,TAJIKAIR,Tajikistan,false
4963,Tien-Shan,,TJN,NERON,Kazakhstan,false
4964,Tyrolean Jet Service,,TJS,TYROLJET,Austria,false
4965,Twin Jet,T7,TJT,TWINJET,France,true
4966,Tikal Jets Airlines,,TKC,TIKAL,Guatemala,false
4967,Take Air Line,,TKE,ISLAND BIRD,France,false
4970,Translift Airways,,TLA,TRANSLIFT,Ireland,true
4971,Transport Africa,,TLF,TRANS-LEONE,Sierra Leone,false
4972,Trans Atlantic Airlines,,TLL,ATLANTIC LEONE,Sierra Leone,false
4973,Eagle Canyon Airlines,,TLO,TALON AIR,United States,false
4975,Tunisavia,,TAJ,TUNISAVIA,Tunisia,false
4976,TLC Air,,TLS,TEALSY,United States,false
4977,Turtle Airways,,TLT,TURTLE,Fiji,false
4978,Travelair,,TLV,PAJAROS,Uruguay,false
4979,Telesis Transair,,TLX,TELESIS,United States,false
4980,Top-Fly,,TLY,TOPFLY,Spain,false
4982,Transmed Airlines,,TMD,,Egypt,false
4984,Taxis Turisticos Marakame,,TMH,TAXIMARAKAME,Mexico,false
4985,Tamir Airways,,TMI,TAMIRWAYS,Israel,false
4986,Tomahawk Airways,,TMK,TOMAHAWK,United States,false
4987,TAM,,TML,TAM AIRLINE,Madagascar,false
4988,TMC Airlines,,TMM,WILLOW RUN,United States,false
4989,TRAM,,TMQ,TRAM AIR,Mauritania,false
4990,Timberline Air,,TMR,TIMBER,Canada,false
4991,Temsco Helicopters,,TMS,TEMSCO,United States,false
4992,Trans Midwest Airlines,,TMT,TRANS MIDWEST,United States,false
4993,Tramon Air,,TMX,TRAMON,South Africa,false
4994,Transportes Aereos del Mundo Maya,,TMY,MUNDO MAYA,Mexico,false
4995,Tranporte Amazonair,,TMZ,TRANS AMAZON,Venezuela,false
4996,Trans Air-Benin,,TNB,TRANS-BENIN,Benin,false
4997,Taxis Aereos del Noroeste,,TNE,TAXINOROESTE,Mexico,false
4998,Transafricaine,,TNF,TRANSFAS,Burkina Faso,false
4999,Tennessee Air National Guard 164th Airlift Group,,TNG,,United States,false
5000,Transair International Linhas Aereas,,TNI,TRANSINTER,United States,false
5001,Tengeriyn Ulaach Shine,,TNL,SKY HORSE,Mongolia,false
5002,Tiara Air,3P,TNM,TIARA,Aruba,true
5003,Transped Aviation,,TNP,TRANSPED,Austria,false
5004,Tanana Air Services,,TNR,TAN AIR,United States,false
5005,Trans North Turbo Air,,TNT,TRANS NORTH,Canada,false
5006,Transnorthern,,TNV,TRANSNORTHERN,United States,false
5007,Trans Nation Airways,,TNW,TRANS-NATION,Ethiopia,false
5009,Twin Town Leasing Company,,TNY,TWINCAL,United States,false
5011,TOJ Airlines,,TOJ,TOJ AIRLINE,Tajikistan,false
5014,Top Air,,TOP,AIR TOP,Turkey,false
5015,Toronto Airways,,TOR,TORONTAIR,Canada,false
5016,Tropic Air,PM,TOS,TROPISER,Belize,true
5017,Totavia,,TOT,,Canada,false
5019,Toyota Canada,,TOY,TOYOTA,Canada,false
5021,Top Speed,,TPD,TOP SPEED,Austria,false
5022,Taxis Aereos del Pacifico,,TPF,TAXIPACIFICO,Mexico,false
5023,Transportes Aereos Pegaso,,TPG,TRANSPEGASO,Mexico,false
5024,TAR Interpilot,,TPL,INTERPILOT,Mauritania,false
5025,Transpais Aereo,,TPM,TRANSPAIS,Mexico,false
5026,Transportacion Aerea del Norte,,TPN,AEREA DELNORTE,Mexico,false
5027,Transpac Express,,TPP,TRANS EXPRESS,Australia,false
5028,Taxis Aereos De Parral,,TPR,TAXIS PARRAL,Mexico,false
5029,TAPSA Transportes Aereos Petroleros,,TPS,TAPSA,Argentina,false
5030,Transportes Aereo del Sureste,,TPT,TASSA,Mexico,false
5031,Trans American Airlines (Trans Am),,TPU,TRANS PERU,Peru,false
5032,Thai Pacific Airlines Business,,TPV,THAI PACIFIC,Thailand,false
5033,Transportes Aereos De Xalapa,,TPX,TRANSXALAPA,Mexico,false
5034,Trans-Provincial Airlines,,TPY,TRANS PROVINCIAL,Canada,false
5035,Transportes La Paz,,TPZ,TRANSPAZ,Mexico,false
5036,Taquan Air Services,,TQN,TAQUAN,United States,false
5037,Transportacion Aerea De Queretaro,,TQR,TRANSQUERETARO,Mexico,false
5038,TransAsia Airways,GE,TNA,TransAsia,Taiwan,true
5039,Transavia Holland,HV,TRA,TRANSAVIA,Netherlands,true
5040,Trans Air Charter,,TRC,TRACKER,United States,false
5042,Trans Island Air,,TRD,TRANS ISLAND,Barbados,false
5043,Taxi Air Fret,,TRF,TAXI JET,France,false
5044,TRAGSA (Medios Aereos),,TRG,,Spain,false
5045,Trans Euro Air,,TRJ,HIGH TIDE,United Kingdom,false
5046,Transport Aerien de Mauritanie,,TRM,SOTRANS,Mauritania,false
5047,Tropic Airlines-Air Molokai,,TRO,MOLOKAI,United States,false
5049,Tramson Limited,,TRR,TRAMSON,Sudan,false
5050,Trans Arabian Air Transport,,TRT,TRANS ARABIAN,Sudan,false
5051,Triangle Airline (Uganda),,TRU,TRI AIR,Uganda,false
5052,Transwestern Airlines of Utah,,TRW,TRANS-WEST,United States,false
5053,Tristar Airlines,,TRY,TRISTAR AIR,United States,false
5055,Transair France,,TSA,AIRTRAF,France,false
5056,TAF-Linhas Aereas,,TSD,TAFI,Brazil,false
5059,Transport'air,,TSI,TRANSPORTAIR,France,false
5062,Thai Aviation Services,,TSL,THAI AVIATION,Thailand,false
5063,Taftan Airlines,,SBT,TAFTAN,Iran,false
5065,Trans Sayegh Airport Services,,TSM,,Lebanon,false
5066,Trans-Air Services,,TSN,AIR TRANS,Nigeria,false
5067,Transaero Airlines,UN,TSO,TRANSOVIET,Russia,true
5068,Transportes Aereos Inter,,TSP,TRANSPO-INTER,Guatemala,false
5070,Tri-State Aero,,TSS,TRI-STATE,United States,false
5071,TRAST,,TST,TRAST,Kazakhstan,false
5072,Tropair Airservices,,TSV,TROPIC,United Kingdom,false
5073,Transwings,,TSW,SWISSTRANS,Switzerland,false
5075,Tristar Air,,TSY,TRIPLE STAR,Egypt,false
5076,TTA - Sociedade de Transporte e Trabalho Aereo,,TTA,KANIMANBO,Mozambique,false
5077,Transteco,,TTC,TRANSTECO,Angola,false
5078,Tarhan Tower Airlines,,TTH,,Turkey,false
5079,Total Linhas Aereas,,TTL,TOTAL,Brazil,false
5080,Triple O Aviation,,TTP,MIGHTY WING,Nigeria,false
5081,Transportaciones Y Servicios Aereos,,TTR,TRANSPORTACIONES,Mexico,false
5082,Transporte Aereo Tecnico Ejecutivo,,TTS,TECNICO,Mexico,false
5083,Turkmenistan Airlines,T5,TUA,TURKMENISTAN,Turkmenistan,true
5084,Turismo Aereo de Chile,,TUC,TURICHILE,Chile,false
5085,Tuninter,UG,TUI,,Tunisia,true
5086,Tulpar Air,,TUL,URSAL,Russia,false
5087,Tyumenspecavia,,TUM,TUMTEL,Russia,false
5088,Taxi Aereo Turistico,,TUO,TURISTICO,Mexico,false
5089,Tulpar Air Service,,TUX,TULPA,Kazakhstan,false
5090,Tuna Aero,,TUZ,TUNA,Sweden,false
5091,Trans America Airlines,,TVA,TRANS-AMERICA,United States,false
5092,Trabajos Aereos Vascongados,,TVH,TRAVASA,Spain,false
5093,Tiramavia,,TVI,TIRAMAVIA,Moldova,false
5094,Travel Service,,TVL,TRAVEL SERVICE,Hungary,false
5095,Transavio,,TVO,TRANS-BALLERIO,Italy,false
5097,Travel Service,QS,TVS,SKYTRAVEL,Czech Republic,true
5098,Trans World Airlines,TW,TWA,TWA,United States,false
5099,Transwede Airways,,TWE,TRANSWEDE,Sweden,false
5100,Twinjet Aircraft Sales,,TWJ,,United Kingdom,false
5101,Tradewinds Aviation,,TWL,TRADEWINDS CANADA,Canada,false
5102,Transairways,,TWM,,Mozambique,false
5103,Twente Airlines,,TWO,COLIBRI,Netherlands,false
5104,Trans Air Welwitchia,,TWW,WELWITCHIA,Angola,false
5105,Texair Charter,,TXA,OKAY AIR,United States,false
5107,Transilvania Express,,TXE,TRANSAIR EXPRESS,Romania,false
5108,Taxi Aereo Cozatl,,TXL,TAXI COZATL,Mexico,false
5109,Taxi Aereo de Mexico,,TXM,TAXIMEX,Mexico,false
5110,Texas National Airlines,,TXN,TEXAS NATIONAL,United States,false
5111,Taxis Aereos de Sinaloa,,TXO,TAXIS SINALOA,Mexico,false
5112,Taxirey,,TXR,TAXIREY,Mexico,false
5113,Texas Airlines,,TXS,TEXAIR,United States,false
5114,Texas Air Charters,,TXT,TEXAS CHARTER,United States,false
5115,Tex Star Air Freight,,TXZ,TEX STAR,United States,false
5116,Tayflite,,TYF,TAYFLITE,United Kingdom,false
5117,Trygg-Flyg,,TYG,TRYGG,Sweden,false
5118,Tyrol Air Ambulance,,TYW,TYROL AMBULANCE,Austria,false
5119,Transporte Aereo Ernesto Saenz,,TZE,TRANSPORTE SAENZ,Mexico,false
5120,Tajikstan,,TZK,TAJIKSTAN,Tajikistan,false
5121,Thyssen Krupp AG,,BLI,BLUELINE,Germany,false
5123,Transportes Aereos Bolivianos,,BOL,BOL,Bolivia,false
5124,Tiphook PLC,,BOX,BOX,United Kingdom,false
5125,Top Flight Air Service,,CHE,CHECK AIR,United States,false
5126,Trans America,,CLR,CLINTON AIRWAYS,United States,false
5127,Triple Alpha,,CLU,CAROLUS,Germany,false
5128,Tashkent Aircraft Production Corporation,,CTP,CORTAS,Uzbekistan,false
5129,Texas Airways,,CWT,TEXAS AIRWAYS,United States,false
5130,Transportes Aereos Don Carlos,,DCL,DON CARLOS,Chile,false
5131,Telnic Limited,,DOT,DOT TEL,United Kingdom,false
5132,Triton Airlines,,DRC,TRITON AIR,Canada,false
5133,TAAG Angola Airlines,DT,DTA,DTA,Angola,true
5135,Transporte Ejecutivo Aereo,,EAR,EJECUTIVO-AEREO,Mexico,false
5136,Transportes Aereos Nacionales De Selva Tans,,ELV,AEREOS SELVA,Peru,false
5137,TAG Farnborough Airport,,FBO,,United Kingdom,false
5138,Transaviaservice,,FNV,TRANSAVIASERVICE,Georgia,false
5139,TAG Aviation,,FPG,TAG AVIATION,Switzerland,false
5140,The 955 Preservation Group,,GFN,GRIFFON,United Kingdom,false
5141,Trans-Air-Link,,GJB,SKY TRUCK,United States,false
5142,Tradewind Aviation,,GPD,GOODSPEED,United States,false
5143,Trail Lake Flying Service,,HBA,HARBOR AIR,United States,false
5144,TAF Helicopters,,HET,HELITAF,Spain,false
5145,Tango Bravo,,HTO,HELI TANGO,France,false
5146,Turkish Air Force,,HVK,TURKISH AIRFORCE,Turkey,true
5147,Thryluthjonustan,,IHS,,Iceland,false
5148,TA-Air Airline,,IRF,TA-AIR,Iran,false
5149,Tara Air Line,,IRR,TARAIR,Iran,false
5150,Trading Air Cargo,,JCH,TRADING CARGO,Mauritania,false
5151,Trans-Kiev,,KCA,TRANS-KIEV,Ukraine,false
5152,Tal Air Charters,,JEL,JETEL,Canada,false
5153,Transcontinental Airlines,,KRA,REGATA,Kazakhstan,false
5154,Transaviabaltika,,KTB,TRANSBALTIKA,Lithuania,false
5155,Transair-Gyraintiee,,KTS,KOTAIR,Russia,false
5156,TAM Mercosur,PZ,LAP,PARAGUAYA,Paraguay,true
5157,The Lancair Company,,LCC,LANCAIR,United States,false
5158,The Army Aviation Heritage Foundation,,LEG,LEGACY,United States,false
5159,Top Sky International,,LKW,TOPINTER,Indonesia,false
5161,Trans Atlantis,,LTA,LANTRA,Canada,false
5162,Transportacion Aerea Del Mar De Cortes,,MCT,TRANS CORTES,Mexico,false
5163,Transporte Aero MGM,,MGM,AERO EMM-GEE-EMM,Mexico,false
5164,Tigerfly,,MOH,MOTH,United Kingdom,false
5165,Transportes Aereos Amparo,,MPO,AMPARO,Mexico,false
5166,Trans Air,,MUI,MAUI,United States,false
5167,Transportes Aereos Mexiquenses,,MXQ,MEXIQUENSES,Mexico,false
5171,TNT International Aviation,,NTR,NITRO,United Kingdom,false
5173,Trans-Pacific Orient Airways,,PCW,PACIFIC ORIENT,Philippines,false
5174,Tauranga Aer Club,,PGS,,New Zealand,false
5175,TSSKB-Progress,,PSS,PROGRESS,Russia,false
5176,Trans World Express,,RBD,RED BIRD,United States,false
5177,Trans Reco,,REC,TRANS-RECO,Mauritania,false
5178,Tas Aviation,,RMS,TASS AIR,United States,false
5179,Tarom,RO,ROT,TAROM,Romania,true
5180,Transportes Aereos I.R. Crusoe,,ROU,ROBINSON CRUSOE,Chile,false
5181,Transportes Aereos Sierra,,RRT,SIERRA ALTA,Mexico,false
5182,Tbilisi Aviation University,,RRY,AIRFERRY,Georgia,false
5183,Trans Am Compania,,RTM,AERO TRANSAM,Ecuador,false
5184,Trans Sahara Air,,SBJ,TRANS SAHARA,Nigeria,false
5185,Transportes Aereos Sierra Madre,,SEI,TRANSPORTE SIERRA,Mexico,false
5186,Trans Asian Airlines,,SRT,TRASER,Kazakhstan,false
5188,TRIP Linhas A,8R,TIB,TRIP,Brazil,true
5189,Tusheti,,USB,TUSHETI,Georgia,false
5190,TAPC Aviatrans Aircompany,,UTM,AVIATAPS,Uzbekistan,false
5191,Trans-Ulgii,,UTN,TRANS-ULGII,Mongolia,false
5192,Transarabian Transportation Services,,UTT,ARABIAN TRANSPORT,Uganda,false
5193,Transaven,,VEN,TRANSAVEN AIRLINE,Venezuela,false
5194,Tag Aviation UK,,VIP,SOVEREIGN,United Kingdom,false
5195,Tbilaviamsheni,,VNZ,TBILAVIA,Georgia,false
5196,Taxi de Veracruz,,VRC,VERACRUZ,Mexico,false
5197,Travel Express Aviation Services,,XAR,TRAVEL EXPRESS,Indonesia,false
5198,Taxi Aero Del Norte,,XNR,TAXI NORTE,Mexico,false
5202,USAF Air Mobility Operations Control Center,,DOD,,United States,false
5203,U.S. Department of the Interior,,DOI,INTERIOR,United States,false
5204,United Kingdom Civil Aviation Authority,,EXM,EXAM,United Kingdom,false
5205,Union des Transports Africains de Guinee,,GIH,TRANSPORT AFRICAIN,Guinea,false
5206,US Army Parachute Team,,GKA,GOLDEN KNIGHTS,United States,false
5208,United Arabian Airlines,,UAB,UNITED ARABIAN,Sudan,false
5209,United Airlines,UA,UAL,UNITED,United States,true
5210,United Air Charters,,UAC,UNITAIR,Zimbabwe,true
5211,United Carriers Systems,,UCS,UNITED CARRIERS,United States,false
5212,United Eagle Airlines,,UEA,UNITED EAGLE,China,false
5213,United Feeder Service,U2,,,United States,false
5214,United Kingdom Civil Aviation Authority,,CFU,MINAIR,United Kingdom,false
5215,United Kingdom Royal VIP Flights,,KRF,KITTYHAWK,United Kingdom,false
5216,United Kingdom Royal VIP Flight,,KRH,SPARROWHAWK,United Kingdom,false
5217,United Kingdom Civil Aviation Authority,,SDS,STANDARDS,United Kingdom,false
5218,United Kingdom Royal VIP Flights,,TQF,RAINBOW,United Kingdom,false
5219,United States Coast Guard Auxiliary,,CGX,COASTGUARD AUXAIR,United States,false
5220,United States Department Of Agriculture,,AGR,AGRICULTURE,United States,false
5221,University Air Squadron,,UAD,,United Kingdom,false
5222,University Air Squadron,,UAJ,,United Kingdom,false
5223,University Air Squadron,,UAA,,United Kingdom,false
5224,University Air Squadron,,UAH,,United Kingdom,false
5225,Universal Avia,,HBU,KHARKIV UNIVERSAL,Ukraine,false
5226,UK HEMS,,HLE,HELIMED,United Kingdom,false
5227,USA Jet Airlines,U7,JUS,JET USA,United States,false
5228,Unijet,,LEA,LEADAIR,France,false
5229,US Marshals Service,,MSH,MARSHALAIR,United States,false
5230,University of North Dakota,,NDU,SIOUX,United States,false
5231,Universal Airlines,,PNA,PACIFIC NORTHERN,United States,false
5232,Uganda Royal Airways,,RAU,UGANDA ROYAL,Uganda,false
5233,United Aviation Services,,SAU,UNISERVE,Spain,false
5234,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia,true
5235,Ukraine Transavia,,TRB,KIROVTRANS,Ukraine,false
5236,United Arab Emirates Air Force,,UAF,UNIFORCE,United Arab Emirates,false
5238,Uganda Air Cargo,,UCC,UGANDA CARGO,Uganda,false
5239,US Airports Air Charter,,UCH,US CHARTER,United States,false
5240,Ucoaviacion,,UCO,UCOAVIACION,Spain,false
5241,Ues-Avia Aircompany,,UES,AVIASYSTEM,Ukraine,false
5242,UFS,,UFS,FEEDER EXPRESS,United States,false
5243,Uganda Airlines,,UGA,UGANDA,Uganda,false
5244,Urgemer Canarias,,UGC,URGEMER,Spain,false
5245,Ukrainian Helicopters,,UHL,UKRAINE COPTERS,Ukraine,false
5246,Ulyanovsk Higher Civil Aviation School,,UHS,PILOT AIR,Russia,false
5247,Universal Jet Rental de Mexico,,UJR,UNIVERSAL JET,Mexico,false
5248,Universal Jet Aviation,,UJT,UNI-JET,United States,false
5249,UK International Airlines,,UKI,KHALIQ,United Kingdom,false
5250,Ukraine Air Alliance,,UKL,UKRAINE ALLIANCE,Ukraine,false
5252,Ukraine Air Enterprise,,UKN,ENTERPRISE UKRAINE,Ukraine,false
5253,United Kingdom Home Office,,UKP,POLICE,United Kingdom,false
5255,Ultrair,,ULT,ULTRAIR,United States,false
5256,Unitemp-M,,UMS,TOPAZ,Russia,false
5257,Uni-Fly,,UNC,UNICOPTER,Denmark,false
5258,Union Flights,,UNF,UNION FLIGHTS,United States,false
5259,Universal Jet,,UNJ,PROJET,Spain,false
5260,Unsped Paket Servisi,,UNS,UNSPED,Turkey,false
5261,Unifly Servizi Aerei,,UNU,UNIEURO,Italy,false
5262,Ukrainian Pilot School,,UPL,PILOT SCHOOL,Ukraine,false
5264,Uraiavia,,URV,URAI,Russia,false
5265,US Airways,US,USA,U S AIR,United States,true
5266,US Check Airlines,,USC,STAR CHECK,United States,false
5267,USAfrica Airways,,USF,AFRICA EXPRESS,United States,false
5268,US Helicopter,,USH,US-HELI,United States,true
5269,US Jet,,USJ,USJET,United States,false
5270,US Express,,USX,AIR EXPRESS,United States,false
5272,UTAGE,,UTG,UTAGE,Equatorial Guinea,false
5273,Utair South Africa,,UTR,AIRUT,South Africa,false
5274,Ukrainian State Air Traffic Service Enterprise,,UTS,AIRRUH,Ukraine,false
5275,Urartu-Air,,UTU,,Armenia,false
5276,Universal Airways,,UVA,UNIVERSAL,United States,false
5277,Universal Airlines,,UVG,GUYANA JET,Guyana,false
5278,Uvavemex,,UVM,UVAVEMEX,Mexico,false
5279,United States Air Force,,AIO,AIR CHIEF,United States,true
5280,United Aviation,,UVN,UNITED AVIATION,Kuwait,false
5281,Uzbekistan Airways,HY,UZB,UZBEK,Uzbekistan,true
5282,Ukraine International Airlines,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,true
5283,Universal Airlines,,WEC,AIRGO,United States,false
5288,V Australia Airlines,VA,VAU,KANGA,Australia,false
5289,V Bird Airlines Netherlands,,VBA,VEEBEE,Netherlands,false
5290,V-avia Airline,,WIW,VEE-AVIA,Ukraine,false
5291,V-Berd-Avia,,VBD,VEEBIRD-AVIA,Armenia,false
5292,Vacationair,,VAC,VACATIONAIR,Canada,false
5293,Valair AG (Helicoptere),,RDW,ROADWATCH,Switzerland,false
5294,Valan International Cargo Charter,,VLA,NALAU,South Africa,false
5295,Valan Limited,,VLN,VALAN,Moldova,false
5296,Valfell-Verkflug,,EHR,ROTOR,Iceland,false
5297,Valuair,VF,VLU,VALUAIR,Singapore,true
5298,Van Air Europe,,VAA,EUROVAN,Czech Republic,false
5299,Vanguardia en Aviacion en Colima,,VGC,VANGUARDIA COLIMA,Mexico,false
5300,Vanguard Airlines,,VGD,VANGUARD AIR,United States,false
5301,Vasco Air,,VFC,VASCO AIR,Vietnam,true
5302,Vega,,VAG,SEGA,Kazakhstan,false
5303,Vega Air Company,,WGA,WEGA FRANKO,Ukraine,false
5305,Verataxis,,VTX,VERATAXIS,Mexico,false
5306,Veritair Ltd,,BTP,NET RAIL,United Kingdom,false
5308,Vernicos Aviation,,GRV,NIGHT RIDER,Greece,false
5309,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam,true
5310,Vozdushnaya Academy,,KWA,VOZAIR,Kazakhstan,false
5314,Victoria Aviation,,ENV,ENDEAVOUR,United Kingdom,false
5315,Viscount Air Service,,VCT,VISCOUNT AIR,United States,false
5317,Vision Airlines,,SSI,SUPER JET,Nigeria,false
5318,VIP Air Charter,,FXF,FOX FLIGHT,United States,false
5319,VIP Avia,,PAV,NICOL,Kazakhstan,false
5320,VIP Avia,,PRX,PAREX,Latvia,false
5321,Visionair,,VAT,VISIONAIR,Ireland,false
5322,Viasa,VA,,,Venezuela,false
5323,VICA - Viacao Charter Aereos,,VCA,VICA,Brazil,false
5324,Volare Air Charter Company,,VCM,CARMEN,United States,false
5325,Volaris,Y4,VOI,VOLARIS,Mexico,true
5327,Vega Airlines,,VEA,VEGA AIRLINES,Bulgaria,false
5328,Venescar Internacional,,VEC,VECAR,Venezuela,false
5329,Victor Echo,,VEE,VICTOR ECHO,Spain,false
5330,Virgin Express Ireland,,VEI,GREEN ISLE,Ireland,false
5331,Virgin America,VX,VRD,REDWOOD,United States,true
5332,Vieques Air Link,,VES,VIEQUES,United States,false
5333,Virgin Express,TV,VEX,VIRGIN EXPRESS,Belgium,true
5334,VZ Flights,,VFT,ZETA FLIGHTS,Mexico,false
5336,Vologda State Air Enterprise,,VGV,VOLOGDA AIR,Russia,false
5337,VH-Air Industrie,,VHA,AIR V-H,Angola,false
5338,VHM Schul-und-Charterflug,,VHM,EARLY BIRD,Germany,false
5339,Vibroair Flugservice,,VIB,VITUS,Germany,false
5340,VIP Servicios Aereos Ejecutivos,,VIC,VIP-EJECUTIVO,Mexico,false
5341,VIP Empresarial,,VIE,VIP EMPRESARIAL,Mexico,false
5342,VIF Luftahrt,,VIF,VIENNA FLIGHT,Austria,false
5343,Vega Aviation,,VIG,VEGA AVIATION,Sudan,false
5344,Vichi,,VIH,VICHI,Moldova,false
5345,Viking Airlines,,VIK,SWEDJET,Sweden,false
5346,Vinair - Helicoptereos,,VIN,VINAIR,Portugal,false
5347,Virgin Atlantic Airways,VS,VIR,VIRGIN,United Kingdom,true
5348,Viajes Ejecutivos Mexicanos,,VJM,VIAJES MEXICANOS,Mexico,false
5349,Vistajet,,VJT,VISTA,Canada,false
5352,Vueling Airlines,VY,VLG,VUELING,Spain,true
5354,Varig Log,LC,VLO,VELOG,Brazil,true
5355,Vertical-T Air Company,,VLT,VERTICAL,Russia,false
5356,Vero Monmouth Airlines,,VMA,VERO MONMOUTH,United States,false
5357,Vipport Joint Stock Company,,VNK,,Russia,false
5359,Voyager Airlines,,VOG,VOYAGER AIR,Bangladesh,false
5360,Virgin Australia,VA,VOZ,VIRGIN,Australia,true
5362,VIP Air,,VPA,VIP TAXI,Slovakia,false
